Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
524494,IPCALAB,Ipca Laboratories Ltd,22 Nov 2023,Interim Dividend - Rs. - 2.0000,22 Nov 2023,-,-,16 Nov 2023,22 Nov 2023,-
532234,NATIONALUM,National Aluminium Company Ltd,22 Nov 2023,Interim Dividend - Rs. - 1.0000,22 Nov 2023,-,-,16 Nov 2023,22 Nov 2023,-
533106,OIL,Oil India Ltd,22 Nov 2023,Interim Dividend - Rs. - 3.5000,22 Nov 2023,-,-,16 Nov 2023,22 Nov 2023,-
532808,PGIL,Pearl Global Industries Ltd,22 Nov 2023,Interim Dividend - Rs. - 12.5000,22 Nov 2023,-,-,16 Nov 2023,22 Nov 2023,-
533553,TDPOWERSYS,TD Power Systems Ltd,22 Nov 2023,Interim Dividend - Rs. - 0.5000,22 Nov 2023,-,-,16 Nov 2023,22 Nov 2023,-
590006,AMRUTANJAN,Amrutanjan Health Care Ltd-$,23 Nov 2023,Interim Dividend - Rs. - 1.0000,23 Nov 2023,-,-,17 Nov 2023,23 Nov 2023,-
500126,PGHL,Procter & Gamble Health Ltd,23 Nov 2023,Final Dividend - Rs. - 50.0000,-,24 Nov 2023,30 Nov 2023,20 Nov 2023,24 Nov 2023,-
530331,PREMCO,Premco Global Ltd-$,23 Nov 2023,Interim Dividend - Rs. - 3.0000,23 Nov 2023,-,-,17 Nov 2023,23 Nov 2023,-
501423,SHAILY,Shaily Engineering Plastics Ltd,23 Nov 2023,Stock  Split From Rs.10/- to Rs.2/-,23 Nov 2023,-,-,20 Nov 2023,23 Nov 2023,-
532406,AVANTEL,Avantel Ltd,24 Nov 2023,Bonus issue 2:1,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
542669,BMW,BMW Industries Ltd,24 Nov 2023,Interim Dividend - Rs. - 0.2200,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
533260,CPCAP,CP Capital Ltd,24 Nov 2023,Interim Dividend - Rs. - 1.0000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
543547,DDEVPLSTIK,Ddev Plastiks Industries Ltd,24 Nov 2023,Interim Dividend - Rs. - 0.5000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
523732,ECOBOAR,Ecoboard Industries Ltd,24 Nov 2023,E.G.M. ,-,26 Nov 2023,09 Dec 2023,21 Nov 2023,24 Nov 2023,-
543983,EMSLIMITED,EMS Ltd,24 Nov 2023,Interim Dividend - Rs. - 1.0000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
500133,ESABINDIA,Esab India Ltd,24 Nov 2023,Interim Dividend - Rs. - 32.0000,25 Nov 2023,-,-,21 Nov 2023,24 Nov 2023,-
500670,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,24 Nov 2023,Buy Back of Shares ,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
526729,GOLDIAM,Goldiam International Ltd,24 Nov 2023,Interim Dividend - Rs. - 1.2000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
533761,GPTINFRA,GPT Infraprojects Ltd,24 Nov 2023,Interim Dividend - Rs. - 1.0000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
509162,INDAG,Indag Rubber Ltd-$,24 Nov 2023,Interim Dividend - Rs. - 0.9000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
544005,ISCITRUST,Intelligent Supply Chain Infrastructure Trust,24 Nov 2023,Income Distribution (InvIT) ,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
532740,LOKESHMACH,Lokesh Machines Ltd,24 Nov 2023,E.G.M. ,-,28 Nov 2023,04 Dec 2023,21 Nov 2023,28 Nov 2023,-
531213,MANAPPURAM,Manappuram Finance Ltd,24 Nov 2023,Interim Dividend - Rs. - 0.8500,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
523160,MORGANITE,Morganite Crucible India Ltd,24 Nov 2023,Interim Dividend - Rs. - 28.0000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
524816,NATCOPHARM,Natco Pharma Ltd,24 Nov 2023,Interim Dividend - Rs. - 1.2500,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
526721,NICCOPAR,Nicco Parks & Resorts Ltd-$,24 Nov 2023,Interim Dividend - Rs. - 0.3000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
532810,PFC,Power Finance Corporation Ltd,24 Nov 2023,Interim Dividend - Rs. - 4.5000,27 Nov 2023,-,-,21 Nov 2023,24 Nov 2023,-
507300,RAVALSUGAR,The Ravalgaon Sugar Farm Ltd,24 Nov 2023,Stock  Split From Rs.50/- to Rs.10/-,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
540590,RIDDHICORP,Riddhi Corporate Services Ltd,24 Nov 2023,Interim Dividend - Rs. - 0.4900,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
519397,SHINDL,Sharat Industries Ltd,24 Nov 2023,Interim Dividend - Rs. - 0.2500,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
532540,TCS,Tata Consultancy Services Ltd,24 Nov 2023,Buy Back of Shares ,25 Nov 2023,-,-,21 Nov 2023,24 Nov 2023,-
543689,UNIPARTS,Uniparts India Ltd,24 Nov 2023,Interim Dividend - Rs. - 8.0000,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
531225,XTGLOBAL,Xtglobal Infotech Ltd,24 Nov 2023,Interim Dividend - Rs. - 0.0500,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-
532945,SEPC,SEPC Ltd,28 Nov 2023,Right Issue of Equity Shares ,28 Nov 2023,-,-,21 Nov 2023,28 Nov 2023,-
505160,TALBROAUTO,Talbros Automotive Components Ltd,28 Nov 2023,Interim Dividend - Rs. - 0.2000,28 Nov 2023,-,-,21 Nov 2023,28 Nov 2023,-
540252,VSL,Veeram Securities Ltd,28 Nov 2023,Interim Dividend - Rs. - 0.0500,28 Nov 2023,-,-,21 Nov 2023,28 Nov 2023,-
543225,ALTIUSINVIT,Altius Telecom Infrastructure Trust,29 Nov 2023,Income Distribution (InvIT) ,29 Nov 2023,-,-,22 Nov 2023,29 Nov 2023,-
507621,MLKFOOD,Milkfood Ltd,29 Nov 2023,Interim Dividend - Rs. - 2.5000,29 Nov 2023,-,-,22 Nov 2023,29 Nov 2023,-
531373,BYKE,The Byke Hospitality Ltd,30 Nov 2023,E.G.M. ,-,01 Dec 2023,07 Dec 2023,24 Nov 2023,01 Dec 2023,-
531341,GUJINV,Gujarat Investa Ltd,30 Nov 2023,E.G.M. ,-,01 Dec 2023,07 Dec 2023,24 Nov 2023,01 Dec 2023,-
543937,ALPHAIND,Alphalogic Industries Ltd,01 Dec 2023,Bonus issue 1:1,01 Dec 2023,-,-,24 Nov 2023,01 Dec 2023,-
508875,NITINCAST,Nitin Castings Ltd,01 Dec 2023,E.G.M. ,-,02 Dec 2023,08 Dec 2023,28 Nov 2023,01 Dec 2023,-
513250,JYOTISTRUC,Jyoti Structures Ltd,04 Dec 2023,E.G.M. ,-,05 Dec 2023,12 Dec 2023,29 Nov 2023,05 Dec 2023,-
531726,PANCHSHEEL,Panchsheel Organics Ltd,04 Dec 2023,Interim Dividend - Rs. - 0.8000,04 Dec 2023,-,-,28 Nov 2023,04 Dec 2023,-
543212,BOROLTD,Borosil Ltd,05 Dec 2023,Spin Off ,05 Dec 2023,-,-,30 Nov 2023,05 Dec 2023,-
539574,SCL,Sunshine Capital Ltd,06 Dec 2023,E.G.M. ,-,07 Dec 2023,13 Dec 2023,01 Dec 2023,07 Dec 2023,-
532011,POOJAENT,Vashu Bhagnani Industries Ltd,08 Dec 2023,Bonus issue 6:1,09 Dec 2023,-,-,05 Dec 2023,08 Dec 2023,-
526530,IIRM,IIRM Holdings India Ltd,11 Dec 2023,Stock  Split From Rs.10/- to Rs.5/-,11 Dec 2023,-,-,05 Dec 2023,11 Dec 2023,-
534748,STEELXIND,Steel Exchange India Ltd,11 Dec 2023,E.G.M. ,-,12 Dec 2023,18 Dec 2023,06 Dec 2023,12 Dec 2023,-
500547,BPCL,Bharat Petroleum Corporation Ltd,12 Dec 2023,Interim Dividend - Rs. - 21.0000,12 Dec 2023,-,-,06 Dec 2023,12 Dec 2023,-
543516,DHYAANITR,Dhyaani Tradeventtures Ltd,12 Dec 2023,Bonus issue 9:5,12 Dec 2023,-,-,07 Dec 2023,12 Dec 2023,-
543901,RHL,Robust Hotels Ltd,12 Dec 2023,E.G.M. ,-,13 Dec 2023,19 Dec 2023,07 Dec 2023,13 Dec 2023,-
523025,SAFARI,Safari Industries India Ltd,12 Dec 2023,Bonus issue 1:1,12 Dec 2023,-,-,06 Dec 2023,12 Dec 2023,-
540673,SIS,SIS Ltd,12 Dec 2023,Buy Back of Shares ,12 Dec 2023,-,-,06 Dec 2023,12 Dec 2023,-
532221,SONATSOFTW,Sonata Software Ltd,12 Dec 2023,Bonus issue 1:1,12 Dec 2023,-,-,06 Dec 2023,12 Dec 2023,-
524230,RCF,Rashtriya Chemicals and Fertilizers Ltd,13 Dec 2023,Final Dividend - Rs. - 3.7000,13 Dec 2023,-,-,07 Dec 2023,13 Dec 2023,-
530213,FORINTL,Fortune International Ltd,14 Dec 2023,E.G.M. ,-,15 Dec 2023,21 Dec 2023,11 Dec 2023,15 Dec 2023,-
500188,HINDZINC,Hindustan Zinc Ltd,14 Dec 2023,Interim Dividend - Rs. - 6.0000,14 Dec 2023,-,-,08 Dec 2023,14 Dec 2023,-
539992,LLOYDSENGG,Lloyds Engineering Works Ltd,14 Dec 2023,Right Issue of Equity Shares ,14 Dec 2023,-,-,12 Dec 2023,14 Dec 2023,-
533048,TPHQ,Teamo Productions HQ Ltd,14 Dec 2023,Stock  Split From Rs.10/- to Rs.1/-,14 Dec 2023,-,-,08 Dec 2023,14 Dec 2023,-
530723,ASITCFIN,Asit C Mehta Financial Services Ltd,15 Dec 2023,Right Issue of Equity Shares ,15 Dec 2023,-,-,11 Dec 2023,15 Dec 2023,-
531548,SOMANYCERA,Somany Ceramics Ltd,15 Dec 2023,Buy Back of Shares ,15 Dec 2023,-,-,11 Dec 2023,15 Dec 2023,-
540377,IFL,IFL Enterprises Ltd,18 Dec 2023,Bonus issue 1:10,18 Dec 2023,-,-,12 Dec 2023,18 Dec 2023,-
543272,EASEMYTRIP,Easy Trip Planners Ltd,19 Dec 2023,Interim Dividend - Rs. - 0.1000,19 Dec 2023,-,-,13 Dec 2023,19 Dec 2023,-
541300,INTERISE,INTERISE TRUST,19 Dec 2023,Income Distribution (InvIT) ,19 Dec 2023,-,-,13 Dec 2023,19 Dec 2023,-
539113,PML,Paul Merchants Ltd,19 Dec 2023,Bonus issue 2:1,19 Dec 2023,-,-,13 Dec 2023,19 Dec 2023,-
540190,FRANKLININD,Franklin Industries Ltd,21 Dec 2023,E.G.M. ,-,22 Dec 2023,28 Dec 2023,18 Dec 2023,22 Dec 2023,-
542770,ALPHALOGIC,Alphalogic Techsys Ltd,22 Dec 2023,Bonus issue 1:3,22 Dec 2023,-,-,18 Dec 2023,22 Dec 2023,-
542285,AXITA,Axita Cotton Ltd,22 Dec 2023,Bonus issue 1:3,25 Dec 2023,-,-,19 Dec 2023,22 Dec 2023,-
540199,CMBL,Corporate Merchant Bankers Ltd,22 Dec 2023,E.G.M. ,-,23 Dec 2023,29 Dec 2023,19 Dec 2023,22 Dec 2023,-
543859,DIGIFIBRE,Digital Fibre Infrastructure Trust,22 Dec 2023,Income Distribution (InvIT) ,22 Dec 2023,-,-,21 Dec 2023,22 Dec 2023,-
531739,GENNEX,Gennex Laboratories Ltd,22 Dec 2023,E.G.M. ,-,24 Dec 2023,30 Dec 2023,19 Dec 2023,22 Dec 2023,-
544005,ISCITRUST,Intelligent Supply Chain Infrastructure Trust,22 Dec 2023,Income Distribution (InvIT) ,22 Dec 2023,-,-,21 Dec 2023,22 Dec 2023,-
507598,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,22 Dec 2023,Dividend - Rs. - 2.0000,-,23 Dec 2023,29 Dec 2023,19 Dec 2023,22 Dec 2023,-
543540,PGCRL,Pearl Green Clubs and Resorts Ltd,22 Dec 2023,E.G.M. ,-,23 Dec 2023,29 Dec 2023,19 Dec 2023,22 Dec 2023,-
531500,RAJESHEXPO,Rajesh Exports Ltd,22 Dec 2023,Dividend - Rs. - 1.0000,-,23 Dec 2023,30 Dec 2023,21 Dec 2023,22 Dec 2023,-
541634,RAWEDGE,Raw Edge Industrial Solutions Ltd,22 Dec 2023,E.G.M. ,-,23 Dec 2023,29 Dec 2023,19 Dec 2023,22 Dec 2023,-
532692,RMCL,Radha Madhav Corporation Ltd,22 Dec 2023,Resolution Plan -Suspension ,22 Dec 2023,-,-,-,-,-
532735,RSYSTEMS,R Systems International Ltd,22 Dec 2023,Interim Dividend - Rs. - 6.8000,22 Dec 2023,-,-,18 Dec 2023,22 Dec 2023,-
543065,SMAUTO,SM Auto Stamping Ltd,22 Dec 2023,Buy Back of Shares ,22 Dec 2023,-,-,18 Dec 2023,22 Dec 2023,-
540393,SMLT,Sarthak Metals Ltd,22 Dec 2023,Interim Dividend - Rs. - 1.0000,22 Dec 2023,-,-,18 Dec 2023,22 Dec 2023,-
522289,NMSRESRC,NMS Resources Global Ltd,27 Dec 2023,E.G.M. ,-,28 Dec 2023,04 Jan 2024,21 Dec 2023,28 Dec 2023,-
500295,VEDL,Vedanta Ltd,27 Dec 2023,Interim Dividend - Rs. - 11.0000,27 Dec 2023,-,-,20 Dec 2023,27 Dec 2023,-
523489,CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd-$,28 Dec 2023,E.G.M. ,-,29 Dec 2023,04 Jan 2024,-,29 Dec 2023,-
523862,PIFL,Pacheli Industrial Finance Ltd,28 Dec 2023,E.G.M. ,-,29 Dec 2023,04 Jan 2024,-,29 Dec 2023,-
511196,CANFINHOME,Can Fin Homes Ltd,29 Dec 2023,Interim Dividend - Rs. - 2.0000,29 Dec 2023,-,-,-,29 Dec 2023,-
543929,HMAAGRO,HMA Agro Industries Ltd,29 Dec 2023,Stock  Split From Rs.10/- to Rs.1/-,29 Dec 2023,-,-,-,29 Dec 2023,-
511700,STANCAP,Standard Capital Markets Ltd,29 Dec 2023,Bonus issue 2:1,29 Dec 2023,-,-,-,29 Dec 2023,-
511700,STANCAP,Standard Capital Markets Ltd,29 Dec 2023,Stock  Split From Rs.10/- to Rs.1/-,29 Dec 2023,-,-,-,29 Dec 2023,-
500248,KRIFILIND,Krishna Filament Industries Ltd,01 Jan 2024,E.G.M. ,-,02 Jan 2024,09 Jan 2024,27 Dec 2023,02 Jan 2024,-
543622,STML,Steelman Telecom Ltd,01 Jan 2024,E.G.M. ,-,02 Jan 2024,08 Jan 2024,27 Dec 2023,02 Jan 2024,-
532749,ALLCARGO,Allcargo Logistics Ltd,02 Jan 2024,Bonus issue 3:1,02 Jan 2024,-,-,27 Dec 2023,02 Jan 2024,-
538576,BHANDERI,Bhanderi Infracon Ltd,02 Jan 2024,E.G.M. ,-,03 Jan 2024,08 Jan 2024,28 Dec 2023,03 Jan 2024,-
505693,LATIMMETAL,La Tim Metal & Industries Ltd,02 Jan 2024,Right Issue of Equity Shares ,02 Jan 2024,-,-,29 Dec 2023,02 Jan 2024,-
515018,REGENCERAM,Regency Ceramics Ltd,02 Jan 2024,E.G.M. ,-,03 Jan 2024,10 Jan 2024,28 Dec 2023,03 Jan 2024,-
504746,INLCM,Indian Link Chain Manufacturers Ltd,03 Jan 2024,Stock  Split From Rs.100/- to Rs.10/-,03 Jan 2024,-,-,28 Dec 2023,03 Jan 2024,-
541303,AKSHAR,Akshar Spintex Ltd,04 Jan 2024,Interim Dividend - Rs. - 0.0100,04 Jan 2024,-,-,29 Dec 2023,04 Jan 2024,-
540615,7NR,7NR Retail Ltd,05 Jan 2024,Consolidation of Shares ,05 Jan 2024,-,-,01 Jan 2024,05 Jan 2024,-
526705,ELEMARB,Elegant Marbles & Grani Industries Ltd,05 Jan 2024,Buy Back of Shares ,05 Jan 2024,-,-,01 Jan 2024,05 Jan 2024,-
524743,FISCHER,Fischer Medical Ventures Ltd,05 Jan 2024,E.G.M. ,-,06 Jan 2024,13 Jan 2024,02 Jan 2024,05 Jan 2024,-
506184,KANANIIND,Kanani Industries Ltd,05 Jan 2024,E.G.M. ,-,08 Jan 2024,15 Jan 2024,02 Jan 2024,08 Jan 2024,-
512153,MLINDLTD,M Lakhamsi Industries Ltd,05 Jan 2024,Bonus issue 1:50,06 Jan 2024,-,-,02 Jan 2024,05 Jan 2024,-
500790,NESTLEIND,Nestle India Ltd,05 Jan 2024,Stock  Split From Rs.10/- to Rs.1/-,05 Jan 2024,-,-,01 Jan 2024,05 Jan 2024,-
532808,PGIL,Pearl Global Industries Ltd,05 Jan 2024,Stock  Split From Rs.10/- to Rs.5/-,05 Jan 2024,-,-,01 Jan 2024,05 Jan 2024,-
535719,AMPVOLTS,Ampvolts Ltd,08 Jan 2024,Right Issue of Equity Shares ,08 Jan 2024,-,-,02 Jan 2024,08 Jan 2024,-
530615,GARGFUR,Garg Furnace Ltd,08 Jan 2024,E.G.M. ,-,09 Jan 2024,15 Jan 2024,03 Jan 2024,09 Jan 2024,-
536709,INDRENEW,IND Renewable Energy Ltd,08 Jan 2024,Right Issue of Equity Shares ,08 Jan 2024,-,-,04 Jan 2024,08 Jan 2024,-
531592,GENPHARMA,Genpharmasec Ltd,09 Jan 2024,Right Issue of Equity Shares ,09 Jan 2024,-,-,04 Jan 2024,09 Jan 2024,-
540678,COCHINSHIP,Cochin Shipyard Ltd,10 Jan 2024,Stock  Split From Rs.10/- to Rs.5/-,10 Jan 2024,-,-,04 Jan 2024,10 Jan 2024,-
500300,GRASIM,Grasim Industries Ltd,10 Jan 2024,Right Issue of Equity Shares ,10 Jan 2024,-,-,05 Jan 2024,10 Jan 2024,-
539584,SIPTL,Sharanam Infraproject and Trading Ltd,10 Jan 2024,Right Issue of Equity Shares ,10 Jan 2024,-,-,05 Jan 2024,10 Jan 2024,-
535958,ESSENTIA,Integra Essentia Ltd,11 Jan 2024,Bonus issue 1:1,11 Jan 2024,-,-,05 Jan 2024,11 Jan 2024,-
540190,FRANKLININD,Franklin Industries Ltd,11 Jan 2024,Stock  Split From Rs.10/- to Rs.1/-,11 Jan 2024,-,-,05 Jan 2024,11 Jan 2024,-
539730,FREDUN,Fredun Pharmaceuticals Ltd,11 Jan 2024,E.G.M. ,-,12 Jan 2024,18 Jan 2024,08 Jan 2024,12 Jan 2024,-
534190,OLPCL,Olympic Cards Ltd,11 Jan 2024,E.G.M. ,-,12 Jan 2024,18 Jan 2024,08 Jan 2024,12 Jan 2024,-
543443,ASCENSIVE,Ascensive Educare Ltd,12 Jan 2024,E.G.M. ,-,14 Jan 2024,20 Jan 2024,09 Jan 2024,12 Jan 2024,-
542543,ENERGYINF,Energy Infrastructure Trust,12 Jan 2024,Income Distribution (InvIT) ,13 Jan 2024,-,-,09 Jan 2024,12 Jan 2024,-
532925,KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,12 Jan 2024,Consolidation of Shares ,12 Jan 2024,-,-,08 Jan 2024,12 Jan 2024,-
540900,NEWGEN,Newgen Software Technologies Ltd,12 Jan 2024,Bonus issue 1:1,12 Jan 2024,-,-,08 Jan 2024,12 Jan 2024,-
538562,SKIPPER,Skipper Ltd,12 Jan 2024,Right Issue of Equity Shares ,12 Jan 2024,-,-,10 Jan 2024,12 Jan 2024,-
521082,SPENTEX,Spentex Industries Ltd,12 Jan 2024,Resolution Plan -Suspension ,12 Jan 2024,-,-,08 Jan 2024,12 Jan 2024,-
524542,SUKHJITS,Sukhjit Starch & Chemicals Ltd-$,15 Jan 2024,Interim Dividend - Rs. - 8.0000,15 Jan 2024,-,-,09 Jan 2024,15 Jan 2024,-
507962,FYNX,Fynx Capital Ltd,16 Jan 2024,E.G.M. ,-,17 Jan 2024,25 Jan 2024,11 Jan 2024,17 Jan 2024,-
531279,TRISHAKT,Trishakti Industries Ltd,16 Jan 2024,Stock  Split From Rs.10/- to Rs.2/-,16 Jan 2024,-,-,10 Jan 2024,16 Jan 2024,-
500119,DHAMPURSUG,Dhampur Sugar Mills Ltd,17 Jan 2024,Buy Back of Shares ,17 Jan 2024,-,-,11 Jan 2024,17 Jan 2024,-
538890,MKEXIM,M.K. Exim (India) Ltd,17 Jan 2024,Bonus issue 1:2,17 Jan 2024,-,-,11 Jan 2024,17 Jan 2024,-
500085,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,18 Jan 2024,Buy Back of Shares ,18 Jan 2024,-,-,12 Jan 2024,18 Jan 2024,-
538795,SAPPL,Shree Ajit Pulp And Paper Ltd,18 Jan 2024,Right Issue of Equity Shares ,18 Jan 2024,-,-,15 Jan 2024,18 Jan 2024,-
532172,ADROITINFO,Adroit Infotech Ltd,19 Jan 2024,Right Issue of Equity Shares ,19 Jan 2024,-,-,16 Jan 2024,18 Jan 2024,-
517564,CLENON,Clenon Enterprises Ltd,19 Jan 2024,Resolution Plan -Suspension ,19 Jan 2024,-,-,16 Jan 2024,18 Jan 2024,-
532281,HCLTECH,HCL Technologies Ltd,19 Jan 2024,Interim Dividend - Rs. - 12.0000,20 Jan 2024,-,-,16 Jan 2024,20 Jan 2024,-
542725,SBC,SBC Exports Ltd,19 Jan 2024,Bonus issue 1:2,19 Jan 2024,-,-,15 Jan 2024,18 Jan 2024,-
532540,TCS,Tata Consultancy Services Ltd,19 Jan 2024,Interim Dividend - Rs. - 9.0000,19 Jan 2024,-,-,15 Jan 2024,18 Jan 2024,-
532540,TCS,Tata Consultancy Services Ltd,19 Jan 2024,Special Dividend - Rs. - 18.0000,19 Jan 2024,-,-,15 Jan 2024,18 Jan 2024,-
543235,ANGELONE,Angel One Ltd,23 Jan 2024,Interim Dividend - Rs. - 12.7000,23 Jan 2024,-,-,17 Jan 2024,23 Jan 2024,-
543943,ASARFI,Asarfi Hospital Ltd,23 Jan 2024,E.G.M. ,-,24 Jan 2024,30 Jan 2024,19 Jan 2024,24 Jan 2024,-
540749,MASFIN,MAS Financial Services Ltd,23 Jan 2024,Interim Dividend - Rs. - 3.0000,23 Jan 2024,-,-,23 Jan 2024,23 Jan 2024,-
541303,AKSHAR,Akshar Spintex Ltd,24 Jan 2024,E.G.M. ,-,25 Jan 2024,31 Jan 2024,19 Jan 2024,25 Jan 2024,-
540404,PRIMEFRESH,Prime Fresh Ltd,24 Jan 2024,E.G.M. ,-,25 Jan 2024,31 Jan 2024,19 Jan 2024,25 Jan 2024,-
530943,SABTNL,Sri Adhikari Brothers Television Network Ltd,24 Jan 2024,Resolution Plan -Suspension ,24 Jan 2024,-,-,19 Jan 2024,24 Jan 2024,-
503837,SHRAJSYNQ,Shree Rajasthan Syntex Ltd-$,24 Jan 2024,E.G.M. ,-,25 Jan 2024,31 Jan 2024,19 Jan 2024,25 Jan 2024,-
507685,WIPRO,Wipro Ltd,24 Jan 2024,Interim Dividend - Rs. - 1.0000,24 Jan 2024,-,-,19 Jan 2024,24 Jan 2024,-
514378,YARNSYN,Yarn Syndicate Ltd,24 Jan 2024,Right Issue of Equity Shares ,24 Jan 2024,-,-,24 Jan 2024,24 Jan 2024,-
533227,AHLEAST,Asian Hotels (East) Ltd,25 Jan 2024,E.G.M. ,-,26 Jan 2024,01 Feb 2024,-,25 Jan 2024,-
508929,AIRLTD,Avishkar Infra Realty Ltd,25 Jan 2024,E.G.M. ,-,28 Jan 2024,03 Feb 2024,-,25 Jan 2024,-
537069,ARNOLD,Arnold Holdings Ltd,25 Jan 2024,Buy Back of Shares ,25 Jan 2024,-,-,19 Jan 2024,25 Jan 2024,-
532113,BRIJLEAS,Brijlaxmi Leasing & Finance Ltd,25 Jan 2024,E.G.M. ,-,26 Jan 2024,31 Jan 2024,-,25 Jan 2024,-
522261,DOLPHIN,Dolphin Offshore Enterprises (India) Ltd-$,25 Jan 2024,Stock  Split From Rs.10/- to Rs.1/-,25 Jan 2024,-,-,19 Jan 2024,25 Jan 2024,-
532636,IIFL,IIFL Finance Ltd,25 Jan 2024,Interim Dividend - Rs. - 4.0000,25 Jan 2024,-,-,19 Jan 2024,25 Jan 2024,-
544005,ISCITRUST,Intelligent Supply Chain Infrastructure Trust,25 Jan 2024,Income Distribution (InvIT) ,25 Jan 2024,-,-,25 Jan 2024,25 Jan 2024,-
532054,KDDL,KDDL Ltd-$,25 Jan 2024,Dividend - Rs. - 58.0000,26 Jan 2024,-,-,-,25 Jan 2024,-
543599,KSOLVES,Ksolves India Ltd,25 Jan 2024,Interim Dividend - Rs. - 7.5000,26 Jan 2024,-,-,-,25 Jan 2024,-
532896,MAGNUM,Magnum Ventures Ltd,25 Jan 2024,Right Issue of Equity Shares ,25 Jan 2024,-,-,19 Jan 2024,25 Jan 2024,-
523704,MASTEK,Mastek Ltd,25 Jan 2024,Interim Dividend - Rs. - 7.0000,27 Jan 2024,-,-,-,25 Jan 2024,-
543901,RHL,Robust Hotels Ltd,25 Jan 2024,E.G.M. ,-,27 Jan 2024,02 Feb 2024,-,25 Jan 2024,-
542772,360ONE,360 ONE WAM LTD,29 Jan 2024,Interim Dividend - Rs. - 4.5000,29 Jan 2024,-,-,-,29 Jan 2024,-
532268,ACCELYA,Accelya Solutions India Ltd,29 Jan 2024,Interim Dividend - Rs. - 25.0000,29 Jan 2024,-,-,-,29 Jan 2024,-
523105,CROPSTER,Cropster Agro Ltd,29 Jan 2024,E.G.M. ,-,30 Jan 2024,05 Feb 2024,23 Jan 2024,30 Jan 2024,-
509567,GOACARBON,Goa Carbon Ltd-$,29 Jan 2024,Interim Dividend - Rs. - 10.0000,29 Jan 2024,-,-,-,29 Jan 2024,-
532359,HITKITGLO,Hit Kit Global Solutions Ltd,29 Jan 2024,E.G.M. ,-,30 Jan 2024,05 Feb 2024,23 Jan 2024,30 Jan 2024,-
509051,INDINFO,Indian Infotech & Software Ltd,29 Jan 2024,Right Issue of Equity Shares ,29 Jan 2024,-,-,-,29 Jan 2024,-
537800,MANGIND,Mangalam Industrial Finance Ltd,29 Jan 2024,Right Issue of Equity Shares ,29 Jan 2024,-,-,-,29 Jan 2024,-
506590,PCBL,PCBL Chemical Ltd,29 Jan 2024,Interim Dividend - Rs. - 5.5000,29 Jan 2024,-,-,-,29 Jan 2024,-
523023,SINCLAIR,Sinclairs Hotels Ltd-$,29 Jan 2024,Bonus issue 1:1,29 Jan 2024,-,-,-,29 Jan 2024,-
531111,GOTHIPL,Gothi Plascon India Ltd,30 Jan 2024,Interim Dividend - Rs. - 2.0000,30 Jan 2024,-,-,23 Jan 2024,30 Jan 2024,-
506184,KANANIIND,Kanani Industries Ltd,30 Jan 2024,Bonus issue 1:1,30 Jan 2024,-,-,23 Jan 2024,30 Jan 2024,-
521109,NAGREEKEXP,Nagreeka Exports Ltd-$,30 Jan 2024,Right Issue of Equity Shares ,30 Jan 2024,-,-,23 Jan 2024,30 Jan 2024,-
533179,PERSISTENT,Persistent Systems Ltd,30 Jan 2024,Interim Dividend - Rs. - 32.0000,30 Jan 2024,-,-,23 Jan 2024,30 Jan 2024,-
543290,PGINVIT,POWERGRID Infrastructure Investment Trust,30 Jan 2024,Income Distribution (InvIT) ,30 Jan 2024,-,-,25 Jan 2024,30 Jan 2024,-
500550,SIEMENS,Siemens Ltd,30 Jan 2024,Final Dividend - Rs. - 10.0000,-,31 Jan 2024,13 Feb 2024,24 Jan 2024,31 Jan 2024,-
